"merge_id","hid.x","pid.x","gender","age","married","ethnicity","born_outside_accra","hid.y","pid.y","highest_education","hid","pid","seen_nih_card","nih"
"70257/10.2","70257/10",2,"Female",3,NA,"Ewe",FALSE,"70257/10",2,"Kindergarten","70257/10",2,"Yes, card seen",TRUE
"70257/11.1","70257/11",1,"Male",48,"Married","Ga",FALSE,"70257/11",1,"University (Bachelor)","70257/11",1,"Yes, card seen",TRUE
"70257/11.2","70257/11",2,"Female",36,"Married","Fante",TRUE,"70257/11",2,"SSS/SHS","70257/11",2,"Yes, card seen",TRUE
"70257/11.3","70257/11",3,"Male",3,NA,"Ga",FALSE,"70257/11",3,"Kindergarten","70257/11",3,"Yes, card seen",TRUE
"70257/12.1","70257/12",1,"Male",45,"Married","Akyem",TRUE,"70257/12",1,"JSS/JHS","70257/12",1,NA,NA
"70257/12.2","70257/12",2,"Female",39,"Married","Akyem",TRUE,"70257/12",2,"JSS/JHS","70257/12",2,NA,NA
"70257/12.3","70257/12",3,"Male",17,"Never married","Akyem",TRUE,"70257/12",3,"SSS/SHS","70257/12",3,NA,NA
"70257/12.4","70257/12",4,"Male",14,"Never married","Akyem",TRUE,"70257/12",4,"JSS/JHS","70257/12",4,"Yes, card not seen",FALSE
"70257/12.5","70257/12",5,"Female",7,NA,"Akyem",FALSE,"70257/12",5,"Primary","70257/12",5,NA,NA
"70257/12.6","70257/12",6,"Female",15,"Never married","Dagarte (Dagaba), Lobi , Wali (Wala)",TRUE,"70257/12",6,"Primary","70257/12",6,"Yes, card seen",TRUE
"70257/14.1","70257/14",1,"Male",34,"Married","Asante",FALSE,"70257/14",1,"Polytechnic","70257/14",1,"Yes, card seen",TRUE
"70257/14.2","70257/14",2,"Female",31,"Married","Ga",FALSE,"70257/14",2,"SSS/SHS","70257/14",2,"Yes, card seen",TRUE
"70257/15.1","70257/15",1,"Female",40,"Divorced","Ewe",TRUE,"70257/15",1,"JSS/JHS","70257/15",1,NA,NA
"70257/15.2","70257/15",2,"Male",17,"Never married","Asante",FALSE,"70257/15",2,"SSS/SHS","70257/15",2,NA,NA
"70257/15.3","70257/15",3,"Male",13,"Never married","Asante",FALSE,"70257/15",3,"JSS/JHS","70257/15",3,NA,NA
"70257/15.4","70257/15",4,"Female",10,NA,"Asante",FALSE,"70257/15",4,"Primary","70257/15",4,NA,NA
"70258/01.1","70258/01",1,"Male",67,"Married","Cherepong, Larteh, Anum-Boso",TRUE,"70258/01",1,"University (Bachelor)","70258/01",1,NA,NA
"70258/01.2","70258/01",2,"Female",66,"Married","Cherepong, Larteh, Anum-Boso",TRUE,"70258/01",2,"Voc/Tech/Comm","70258/01",2,NA,NA
"70258/01.3","70258/01",3,"Female",27,"Never married","Akuapem",TRUE,"70258/01",3,"JSS/JHS","70258/01",3,"Yes, card seen",TRUE
"70258/01.4","70258/01",4,"Male",23,"Never married","Ewe",TRUE,"70258/01",4,"SSS/SHS","70258/01",4,NA,NA
"70258/02.1","70258/02",1,"Female",28,"Consensual Union","Boron (Brong) (including Banda)",TRUE,"70258/02",1,"JSS/JHS","70258/02",1,"Yes, card seen",TRUE
"70258/03.1","70258/03",1,"Male",40,"Married",NA,TRUE,"70258/03",1,"Secondary","70258/03",1,NA,NA
"70258/03.2","70258/03",2,"Female",23,"Never married","Akuapem",TRUE,"70258/03",2,"SSS/SHS","70258/03",2,NA,NA
"70258/03.3","70258/03",3,"Male",20,"Never married","Akuapem",TRUE,"70258/03",3,"Voc/Tech/Comm","70258/03",3,NA,NA
"70258/06.1","70258/06",1,"Male",38,"Married","Fante",FALSE,"70258/06",1,"University (Bachelor)","70258/06",1,NA,NA
"70258/06.2","70258/06",2,"Female",35,"Married","Fante",TRUE,"70258/06",2,"University (Bachelor)","70258/06",2,NA,NA
"70258/06.3","70258/06",3,"Male",4,NA,"Fante",FALSE,"70258/06",3,"Kindergarten","70258/06",3,NA,NA
"70258/06.5","70258/06",5,"Female",39,"Never married","Fante",TRUE,"70258/06",5,"Polytechnic","70258/06",5,"Yes, card seen",TRUE
"70258/06.6","70258/06",6,"Female",23,"Never married","Asante",TRUE,"70258/06",6,"JSS/JHS","70258/06",6,"Yes, card seen",TRUE
"70258/06.7","70258/06",7,"Male",25,"Never married","Gonja",TRUE,"70258/06",7,"SSS/SHS","70258/06",7,NA,NA
"70258/07.1","70258/07",1,"Male",47,"Married","Ga",FALSE,"70258/07",1,"Middle","70258/07",1,NA,NA
"70258/07.2","70258/07",2,"Female",35,"Married","Dagomba",TRUE,"70258/07",2,"Primary","70258/07",2,NA,NA
"70258/08.1","70258/08",1,"Male",41,"Married","Other tribes originating from outside Ghana (Hausa, Fulani, Zabrama, etc.)",FALSE,"70258/08",1,"Secondary","70258/08",1,NA,NA
"70258/08.3","70258/08",3,"Female",11,NA,NA,TRUE,"70258/08",3,"Primary","70258/08",3,NA,NA
"70258/08.5","70258/08",5,"Female",37,"Never married","Ewe",TRUE,"70258/08",5,"Voc/Tech/Comm","70258/08",5,NA,NA
"70258/08.6","70258/08",6,"Male",24,"Never married","Yeji, Nchumuru, Krachi, Nawuri, Bassa Achode",TRUE,"70258/08",6,"Voc/Tech/Comm","70258/08",6,NA,NA
"70258/09.1","70258/09",1,"Male",85,"Married","Akyem",TRUE,"70258/09",1,"Unviersity (Post Graduate)","70258/09",1,"No",FALSE
"70258/09.2","70258/09",2,"Female",77,"Married","Akyem",TRUE,"70258/09",2,"University (Bachelor)","70258/09",2,"No",FALSE
"70258/09.3","70258/09",3,"Female",30,"Never married","Asante",TRUE,"70258/09",3,"JSS/JHS","70258/09",3,"Yes, card seen",TRUE
"70258/10.1","70258/10",1,"Male",42,"Married","Dangme (Ada, Shai, Krobo, Osudoku,Ningo)",TRUE,"70258/10",1,"JSS/JHS","70258/10",1,NA,NA
"70258/10.2","70258/10",2,"Female",32,"Married","Ga",TRUE,"70258/10",2,"JSS/JHS","70258/10",2,"Yes, card seen",TRUE
"70258/10.3","70258/10",3,"Male",11,NA,"Dangme (Ada, Shai, Krobo, Osudoku,Ningo)",FALSE,"70258/10",3,"Primary","70258/10",3,"Yes, card seen",TRUE
"70258/10.4","70258/10",4,"Male",8,NA,"Dangme (Ada, Shai, Krobo, Osudoku,Ningo)",FALSE,"70258/10",4,"Primary","70258/10",4,"Yes, card seen",TRUE
"70258/13.1","70258/13",1,"Male",56,"Divorced","Asante",TRUE,"70258/13",1,"Middle","70258/13",1,NA,NA
"70258/14.1","70258/14",1,"Male",55,"Divorced","Asante",TRUE,"70258/14",1,"Secondary","70258/14",1,NA,NA
"70258/14.2","70258/14",2,"Female",72,"Widowed","Asante",TRUE,"70258/14",2,"Middle","70258/14",2,NA,NA
"70258/14.3","70258/14",3,"Female",21,"Never married","Ewe",TRUE,"70258/14",3,"JSS/JHS","70258/14",3,NA,NA
"70258/15.1","70258/15",1,"Female",62,"Divorced","Asante",TRUE,"70258/15",1,"Unviersity (Post Graduate)","70258/15",1,"No",FALSE
"70258/15.2","70258/15",2,"Female",33,"Married","Asante",FALSE,"70258/15",2,"Unviersity (Post Graduate)","70258/15",2,NA,NA
"70259/02.1","70259/02",1,"Male",26,"Never married","Ga",FALSE,"70259/02",1,"SSS/SHS","70259/02",1,NA,NA
"70259/03.1","70259/03",1,"Male",28,"Married","Ga",FALSE,"70259/03",1,"SSS/SHS","70259/03",1,NA,NA
"70259/03.2","70259/03",2,"Female",21,"Married","Fante",TRUE,"70259/03",2,"JSS/JHS","70259/03",2,NA,NA
"70259/04.1","70259/04",1,"Female",43,"Married","Ga",FALSE,"70259/04",1,"JSS/JHS","70259/04",1,NA,NA
"70259/04.2","70259/04",2,"Male",22,"Never married","Ga",FALSE,"70259/04",2,"University (Bachelor)","70259/04",2,NA,NA
"70259/04.3","70259/04",3,"Male",20,"Never married","Ga",FALSE,"70259/04",3,"SSS/SHS","70259/04",3,NA,NA
"70259/04.4","70259/04",4,"Male",14,"Never married","Ga",FALSE,"70259/04",4,"JSS/JHS","70259/04",4,NA,NA
"70259/04.5","70259/04",5,"Male",11,NA,"Ga",FALSE,"70259/04",5,"Primary","70259/04",5,NA,NA
"70259/06.1","70259/06",1,"Female",30,"Never married","Ewe",TRUE,"70259/06",1,"Voc/Tech/Comm","70259/06",1,NA,NA
"70259/07.1","70259/07",1,"Female",46,"Consensual Union","Akuapem",FALSE,"70259/07",1,"Middle","70259/07",1,NA,NA
"70259/08.1","70259/08",1,"Female",61,"Widowed","Ga",FALSE,"70259/08",1,"Middle","70259/08",1,NA,NA
"70259/08.2","70259/08",2,"Female",40,"Divorced","Ga",FALSE,"70259/08",2,"JSS/JHS","70259/08",2,NA,NA
"70259/08.3","70259/08",3,"Female",31,"Married","Ga",FALSE,"70259/08",3,"Primary","70259/08",3,NA,NA
"70259/09.1","70259/09",1,"Male",31,"Married","Ga",FALSE,"70259/09",1,"University (Bachelor)","70259/09",1,NA,NA
"70259/09.2","70259/09",2,"Female",31,"Married","Fante",TRUE,"70259/09",2,"SSS/SHS","70259/09",2,"Yes, card not seen",FALSE
"70259/09.3","70259/09",3,"Male",5,NA,"Ga",FALSE,"70259/09",3,"Kindergarten","70259/09",3,"Yes, card not seen",FALSE
"70259/09.5","70259/09",5,"Female",19,"Never married","Fante",TRUE,"70259/09",5,"JSS/JHS","70259/09",5,NA,NA
"70259/11.1","70259/11",1,"Female",58,"Divorced","Ga",TRUE,"70259/11",1,"Primary","70259/11",1,NA,NA
"70259/11.2","70259/11",2,"Female",21,"Never married","Ga",FALSE,"70259/11",2,"SSS/SHS","70259/11",2,NA,NA
"70259/12.1","70259/12",1,"Female",28,"Married","Kwahu",TRUE,"70259/12",1,"Primary","70259/12",1,NA,NA
"70259/12.2","70259/12",2,"Female",4,NA,"Kwahu",FALSE,"70259/12",2,"Kindergarten","70259/12",2,NA,NA
"70259/13.1","70259/13",1,"Male",32,"Married","Ewe",FALSE,"70259/13",1,"SSS/SHS","70259/13",1,"Yes, card not seen",FALSE
"70259/13.2","70259/13",2,"Female",29,"Married","Ga",FALSE,"70259/13",2,"SSS/SHS","70259/13",2,"Yes, card not seen",FALSE
"70259/13.3","70259/13",3,"Female",8,NA,"Ewe",FALSE,"70259/13",3,"Primary","70259/13",3,"Yes, card not seen",FALSE
"70259/14.1","70259/14",1,"Female",37,"Divorced","Dangme (Ada, Shai, Krobo, Osudoku,Ningo)",FALSE,"70259/14",1,"Primary","70259/14",1,NA,NA
"70259/14.2","70259/14",2,"Male",20,"Never married","Dangme (Ada, Shai, Krobo, Osudoku,Ningo)",FALSE,"70259/14",2,"SSS/SHS","70259/14",2,NA,NA
"70259/15.1","70259/15",1,"Male",35,"Married","Ga",FALSE,"70259/15",1,"Teacher Training/Agric/ Nursing Cert","70259/15",1,"Yes, card not seen",FALSE
"70259/15.2","70259/15",2,"Female",26,"Married","Ga",FALSE,"70259/15",2,"SSS/SHS","70259/15",2,"Yes, card not seen",FALSE
"70259/15.3","70259/15",3,"Female",3,NA,"Ga",FALSE,"70259/15",3,"None","70259/15",3,"Yes, card not seen",FALSE
"70260/01.1","70260/01",1,"Female",46,"Separated","Akuapem",TRUE,"70260/01",1,"Middle","70260/01",1,"Yes, card seen",TRUE
"70260/01.2","70260/01",2,"Female",18,"Never married","Akuapem",TRUE,"70260/01",2,"SSS/SHS","70260/01",2,"Yes, card seen but expired",FALSE
"70260/01.3","70260/01",3,"Female",12,"Never married","Akuapem",TRUE,"70260/01",3,"Primary","70260/01",3,"Yes, card seen but expired",FALSE
"70260/01.4","70260/01",4,"Female",20,"Never married","Akuapem",TRUE,"70260/01",4,"SSS/SHS","70260/01",4,"Yes, card seen but expired",FALSE
"70260/02.1","70260/02",1,"Male",43,"Married","Ewe",TRUE,"70260/02",1,"JSS/JHS","70260/02",1,"Yes, card seen but expired",FALSE
"70260/02.2","70260/02",2,"Female",39,"Married","Ga",FALSE,"70260/02",2,"Primary","70260/02",2,"Yes, card seen but expired",FALSE
"70260/02.3","70260/02",3,"Male",17,"Never married","Ewe",FALSE,"70260/02",3,"Primary","70260/02",3,"Yes, card seen but expired",FALSE
"70260/02.4","70260/02",4,"Male",9,NA,"Ewe",FALSE,"70260/02",4,"Primary","70260/02",4,"Yes, card seen but expired",FALSE
"70260/02.5","70260/02",5,"Female",8,NA,"Ewe",FALSE,"70260/02",5,"Kindergarten","70260/02",5,"Yes, card seen but expired",FALSE
"70260/03.1","70260/03",1,"Male",46,"Married","Ga",FALSE,"70260/03",1,"Middle","70260/03",1,NA,NA
"70260/03.2","70260/03",2,"Female",42,"Married","Ga",FALSE,"70260/03",2,"Primary","70260/03",2,NA,NA
"70260/03.3","70260/03",3,"Female",12,"Never married","Ga",FALSE,"70260/03",3,"Primary","70260/03",3,"Yes, card seen but expired",FALSE
"70260/03.4","70260/03",4,"Male",3,NA,"Ga",FALSE,"70260/03",4,"Kindergarten","70260/03",4,NA,NA
"70260/04.1","70260/04",1,"Male",53,"Married","Ga",FALSE,"70260/04",1,"Middle","70260/04",1,NA,NA
"70260/04.2","70260/04",2,"Female",18,"Never married","Ga",FALSE,"70260/04",2,"SSS/SHS","70260/04",2,"Yes, card seen but expired",FALSE
"70260/04.3","70260/04",3,"Male",16,"Never married","Ga",FALSE,"70260/04",3,"JSS/JHS","70260/04",3,"Yes, card seen but expired",FALSE
"70260/04.4","70260/04",4,"Female",15,"Never married","Ga",FALSE,"70260/04",4,"Primary","70260/04",4,"Yes, card seen but expired",FALSE
"70260/04.5","70260/04",5,"Male",10,NA,"Ga",FALSE,"70260/04",5,"Primary","70260/04",5,"Yes, card seen but expired",FALSE
"70260/05.1","70260/05",1,"Male",65,"Separated","Ga",FALSE,"70260/05",1,"Primary","70260/05",1,NA,NA
"70260/06.1","70260/06",1,"Male",29,"Married","Ga",FALSE,"70260/06",1,"SSS/SHS","70260/06",1,NA,NA
"70260/06.2","70260/06",2,"Female",22,"Married","Ga",FALSE,"70260/06",2,"JSS/JHS","70260/06",2,"Yes, card seen",TRUE
"70260/07.1","70260/07",1,"Male",65,"Married","Ga",FALSE,"70260/07",1,"Primary","70260/07",1,NA,NA
"70260/07.2","70260/07",2,"Female",47,"Married","Ga",FALSE,"70260/07",2,"JSS/JHS","70260/07",2,"Yes, card seen",TRUE
"70260/07.3","70260/07",3,"Female",17,"Never married","Ga",FALSE,"70260/07",3,"Voc/Tech/Comm","70260/07",3,"Yes, card seen but expired",FALSE
"70260/08.1","70260/08",1,"Male",57,"Married","Ga",FALSE,"70260/08",1,"Voc/Tech/Comm","70260/08",1,NA,NA
"70260/09.1","70260/09",1,"Female",60,"Separated","Ga",FALSE,"70260/09",1,"Primary","70260/09",1,"Yes, card seen but expired",FALSE
"70260/09.2","70260/09",2,"Female",20,"Never married","Ga",FALSE,"70260/09",2,"Teacher Training/Agric/ Nursing Cert","70260/09",2,"Yes, card seen but expired",FALSE
"70260/13.1","70260/13",1,"Female",70,"Widowed","Ga",FALSE,"70260/13",1,NA,"70260/13",1,"Yes, card seen but expired",FALSE
"70260/14.1","70260/14",1,"Female",65,"Separated","Ga",FALSE,"70260/14",1,NA,"70260/14",1,NA,NA
"70260/14.2","70260/14",2,"Male",16,"Never married","Ga",FALSE,"70260/14",2,"SSS/SHS","70260/14",2,NA,NA
"70260/14.3","70260/14",3,"Female",9,NA,"Ga",FALSE,"70260/14",3,"Primary","70260/14",3,NA,NA
"70260/14.4","70260/14",4,"Male",3,NA,"Ga",FALSE,"70260/14",4,"Kindergarten","70260/14",4,NA,NA
"70260/15.1","70260/15",1,"Female",38,"Consensual Union","Asante",TRUE,"70260/15",1,NA,"70260/15",1,"Yes, card seen but expired",FALSE
"70260/15.2","70260/15",2,"Male",19,"Never married","Asante",TRUE,"70260/15",2,"Primary","70260/15",2,NA,NA
"70260/15.3","70260/15",3,"Female",16,"Never married","Asante",TRUE,"70260/15",3,"JSS/JHS","70260/15",3,"Yes, card seen but expired",FALSE
"70261/01.1","70261/01",1,"Male",55,"Never married","Ga",FALSE,"70261/01",1,"Middle","70261/01",1,NA,NA
"70261/02.2","70261/02",2,"Female",37,"Married","Ga",FALSE,"70261/02",2,"Voc/Tech/Comm","70261/02",2,NA,NA
"70261/02.3","70261/02",3,"Female",4,NA,"Ga",FALSE,"70261/02",3,"Kindergarten","70261/02",3,NA,NA
"70261/04.1","70261/04",1,"Female",38,"Divorced","Akyem",TRUE,"70261/04",1,"JSS/JHS","70261/04",1,"Yes, card not seen",FALSE
"70261/05.1","70261/05",1,"Male",47,"Married","Fante",TRUE,"70261/05",1,"Voc/Tech/Comm","70261/05",1,NA,NA
"70261/05.2","70261/05",2,"Female",40,"Married","Ewe",TRUE,"70261/05",2,"SSS/SHS","70261/05",2,NA,NA
"70261/05.3","70261/05",3,"Female",11,NA,"Fante",TRUE,"70261/05",3,"Primary","70261/05",3,NA,NA
"70261/06.1","70261/06",1,"Male",32,"Consensual Union","Asante",TRUE,"70261/06",1,"JSS/JHS","70261/06",1,NA,NA
"70261/06.2","70261/06",2,"Female",28,"Consensual Union","Sefwi",TRUE,"70261/06",2,"Primary","70261/06",2,"Yes, card seen",TRUE
"70261/06.3","70261/06",3,"Female",5,NA,"Asante",FALSE,"70261/06",3,"Kindergarten","70261/06",3,"Yes, card seen",TRUE
"70261/07.1","70261/07",1,"Female",34,"Never married","Akuapem",TRUE,"70261/07",1,"Voc/Tech/Comm","70261/07",1,"Yes, card seen",TRUE
"70261/07.2","70261/07",2,"Male",22,"Never married","Akuapem",TRUE,"70261/07",2,"SSS/SHS","70261/07",2,"Yes, card seen",TRUE
"70261/08.1","70261/08",1,"Female",53,"Married","Ga",FALSE,"70261/08",1,"Primary","70261/08",1,NA,NA
"70261/08.2","70261/08",2,"Female",10,NA,"Ga",FALSE,"70261/08",2,"Primary","70261/08",2,NA,NA
"70261/10.1","70261/10",1,"Male",49,"Widowed","Ga",FALSE,"70261/10",1,"Middle","70261/10",1,NA,NA
"70261/12.1","70261/12",1,"Male",45,"Married","Akuapem",TRUE,"70261/12",1,"Secondary","70261/12",1,NA,NA
"70261/12.2","70261/12",2,"Female",32,"Married","Ewe",FALSE,"70261/12",2,"SSS/SHS","70261/12",2,NA,NA
"70261/12.3","70261/12",3,"Female",15,"Never married","Akuapem",FALSE,"70261/12",3,"SSS/SHS","70261/12",3,NA,NA
"70261/12.4","70261/12",4,"Male",9,NA,"Akuapem",FALSE,"70261/12",4,"Primary","70261/12",4,NA,NA
"70261/12.5","70261/12",5,"Female",6,NA,"Akuapem",FALSE,"70261/12",5,"Primary","70261/12",5,NA,NA
"70261/13.1","70261/13",1,"Female",40,"Married","Ga",FALSE,"70261/13",1,"Primary","70261/13",1,NA,NA
"70261/13.2","70261/13",2,"Female",23,"Never married","Ga",FALSE,"70261/13",2,"Primary","70261/13",2,NA,NA
"70261/13.3","70261/13",3,"Male",13,"Never married","Ga",FALSE,"70261/13",3,"Primary","70261/13",3,NA,NA
"70261/13.4","70261/13",4,"Male",6,NA,"Ga",FALSE,"70261/13",4,"None","70261/13",4,NA,NA
"70261/13.5","70261/13",5,"Female",3,NA,"Ga",FALSE,"70261/13",5,NA,"70261/13",5,NA,NA
"70261/14.1","70261/14",1,"Male",75,"Married","Ga",FALSE,"70261/14",1,"Middle","70261/14",1,"Yes, card seen",TRUE
"70261/14.2","70261/14",2,"Female",54,"Married","Ga",FALSE,"70261/14",2,"Primary","70261/14",2,NA,NA
"70261/15.1","70261/15",1,"Male",31,"Never married","Fante",TRUE,"70261/15",1,"JSS/JHS","70261/15",1,NA,NA
"70262/01.1","70262/01",1,"Male",40,"Married","Ewe",FALSE,"70262/01",1,"Teacher Training/Agric/ Nursing Cert","70262/01",1,NA,NA
"70262/01.2","70262/01",2,"Female",34,"Married","Ga",FALSE,"70262/01",2,"Voc/Tech/Comm","70262/01",2,NA,NA
"70262/01.3","70262/01",3,"Male",14,"Never married","Ewe",FALSE,"70262/01",3,"SSS/SHS","70262/01",3,NA,NA
"70262/01.4","70262/01",4,"Female",10,NA,"Ewe",FALSE,"70262/01",4,"Primary","70262/01",4,NA,NA
"70262/01.5","70262/01",5,"Female",8,NA,"Ewe",FALSE,"70262/01",5,"Primary","70262/01",5,NA,NA
"70262/01.6","70262/01",6,"Female",5,NA,"Ewe",FALSE,"70262/01",6,"Kindergarten","70262/01",6,NA,NA
"70262/02.1","70262/02",1,"Male",55,"Married","Asante",TRUE,"70262/02",1,"Middle","70262/02",1,NA,NA
"70262/02.2","70262/02",2,"Female",51,"Married","Asante",TRUE,"70262/02",2,"Middle","70262/02",2,NA,NA
"70262/02.3","70262/02",3,"Male",32,"Never married","Asante",FALSE,"70262/02",3,"University (Bachelor)","70262/02",3,NA,NA
"70262/02.4","70262/02",4,"Male",30,"Never married","Asante",FALSE,"70262/02",4,"University (Bachelor)","70262/02",4,NA,NA
"70262/02.5","70262/02",5,"Male",28,"Never married","Asante",FALSE,"70262/02",5,"University (Bachelor)","70262/02",5,NA,NA
"70262/02.6","70262/02",6,"Male",13,"Never married","Asante",FALSE,"70262/02",6,"JSS/JHS","70262/02",6,NA,NA
"70262/03.1","70262/03",1,"Male",48,"Married","Ewe",FALSE,"70262/03",1,"Secondary","70262/03",1,"Yes, card not seen",FALSE
"70262/03.2","70262/03",2,"Female",36,"Married","Ewe",TRUE,"70262/03",2,"University (Bachelor)","70262/03",2,"Yes, card not seen",FALSE
"70262/03.3","70262/03",3,"Female",14,"Never married","Ewe",FALSE,"70262/03",3,"SSS/SHS","70262/03",3,"Yes, card not seen",FALSE
"70262/03.4","70262/03",4,"Male",13,"Never married","Ewe",FALSE,"70262/03",4,"JSS/JHS","70262/03",4,"Yes, card not seen",FALSE
"70262/03.5","70262/03",5,"Female",73,"Widowed","Ewe",TRUE,"70262/03",5,"Teacher Training/Agric/ Nursing Cert","70262/03",5,"Yes, card not seen",FALSE
"70262/04.1","70262/04",1,"Male",32,"Separated","Fante",FALSE,"70262/04",1,"Voc/Tech/Comm","70262/04",1,"Yes, card not seen",FALSE
"70262/07.1","70262/07",1,"Male",34,"Married","Akuapem",TRUE,"70262/07",1,"University (Bachelor)","70262/07",1,NA,NA
"70262/07.2","70262/07",2,"Female",30,"Married","Asante",TRUE,"70262/07",2,"SSS/SHS","70262/07",2,NA,NA
"70262/07.3","70262/07",3,"Male",13,"Never married","Asante",FALSE,"70262/07",3,"Primary","70262/07",3,"Yes, card not seen",FALSE
"70262/07.4","70262/07",4,"Male",4,NA,"Asante",FALSE,"70262/07",4,"Kindergarten","70262/07",4,NA,NA
"70262/08.1","70262/08",1,"Male",39,"Married","Boron (Brong) (including Banda)",TRUE,"70262/08",1,"SSS/SHS","70262/08",1,NA,NA
"70262/08.2","70262/08",2,"Female",31,"Married","Boron (Brong) (including Banda)",TRUE,"70262/08",2,"JSS/JHS","70262/08",2,NA,NA
"70262/08.3","70262/08",3,"Male",5,NA,"Boron (Brong) (including Banda)",FALSE,"70262/08",3,"Kindergarten","70262/08",3,"Yes, card seen",TRUE
"70262/09.1","70262/09",1,"Female",52,"Married","Ga",FALSE,"70262/09",1,"Middle","70262/09",1,"Yes, card seen",TRUE
"70262/10.1","70262/10",1,"Female",74,"Widowed","Akuapem",TRUE,"70262/10",1,"Secondary","70262/10",1,NA,NA
"70262/10.2","70262/10",2,"Female",32,"Never married","Other Grusi (e.g. Lela, Templensi, Birifor, Yangala, Miwo)",FALSE,"70262/10",2,"Voc/Tech/Comm","70262/10",2,NA,NA
"70262/10.3","70262/10",3,"Male",46,"Divorced","Akuapem",TRUE,"70262/10",3,"Middle","70262/10",3,"Yes, card seen but expired",FALSE
"70262/11.1","70262/11",1,"Male",31,"Married","Ewe",TRUE,"70262/11",1,"University (Bachelor)","70262/11",1,"Yes, card not seen",FALSE
"70262/11.2","70262/11",2,"Female",29,"Married",NA,TRUE,"70262/11",2,"Polytechnic","70262/11",2,NA,NA
"70262/12.1","70262/12",1,"Female",69,"Widowed","Ga",FALSE,"70262/12",1,"Middle","70262/12",1,"Yes, card seen",TRUE
"70262/12.2","70262/12",2,"Female",42,"Separated","Ga",FALSE,"70262/12",2,"Unviersity (Post Graduate)","70262/12",2,"Yes, card seen",TRUE
"70262/12.3","70262/12",3,"Female",12,"Never married","Akyem",TRUE,"70262/12",3,"JSS/JHS","70262/12",3,"Yes, card seen",TRUE
"70262/12.4","70262/12",4,"Male",6,NA,"Akyem",FALSE,"70262/12",4,"Primary","70262/12",4,"Yes, card seen",TRUE
"70262/13.1","70262/13",1,"Male",64,"Married","Ewe",TRUE,"70262/13",1,"Unviersity (Post Graduate)","70262/13",1,"Yes, card not seen",FALSE
"70262/13.2","70262/13",2,"Female",62,"Married","Ewe",FALSE,"70262/13",2,"Teacher Training/Agric/ Nursing Cert","70262/13",2,"Yes, card not seen",FALSE
"70262/14.1","70262/14",1,"Female",72,"Widowed","Ga",FALSE,"70262/14",1,"Teacher Training/Agric/ Nursing Cert","70262/14",1,NA,NA
"70262/14.2","70262/14",2,"Female",31,"Never married","Ga",FALSE,"70262/14",2,"Voc/Tech/Comm","70262/14",2,NA,NA
"70262/14.3","70262/14",3,"Male",20,"Never married","Asante",FALSE,"70262/14",3,"JSS/JHS","70262/14",3,NA,NA
"70262/14.4","70262/14",4,"Female",18,"Never married","Ewe",FALSE,"70262/14",4,"SSS/SHS","70262/14",4,NA,NA
"70262/15.1","70262/15",1,"Male",70,"Married","Akuapem",TRUE,"70262/15",1,"Secondary","70262/15",1,"Yes, card not seen",FALSE
"70262/15.2","70262/15",2,"Female",66,"Married","Asante",TRUE,"70262/15",2,"Voc/Tech/Comm","70262/15",2,"Yes, card seen",TRUE
"70262/15.3","70262/15",3,"Male",25,"Never married","Akuapem",FALSE,"70262/15",3,"University (Bachelor)","70262/15",3,"Yes, card not seen",FALSE
"70262/15.4","70262/15",4,"Male",22,"Never married","Akuapem",FALSE,"70262/15",4,"University (Bachelor)","70262/15",4,"Yes, card not seen",FALSE
"70263/01.1","70263/01",1,"Male",38,"Married","Boron (Brong) (including Banda)",TRUE,"70263/01",1,"SSS/SHS","70263/01",1,NA,NA
"70263/01.2","70263/01",2,"Female",34,"Married","Asante",TRUE,"70263/01",2,"Primary","70263/01",2,"Yes, card seen",TRUE
"70263/01.3","70263/01",3,"Male",4,NA,"Boron (Brong) (including Banda)",FALSE,"70263/01",3,"None","70263/01",3,"Yes, card not seen",FALSE
"70263/02.1","70263/02",1,"Male",66,"Married","Dagomba",TRUE,"70263/02",1,NA,"70263/02",1,NA,NA
"70263/02.2","70263/02",2,"Female",58,"Married","Wangara (Bambara, Madingo & Dyula)",TRUE,"70263/02",2,NA,"70263/02",2,NA,NA
"70263/02.3","70263/02",3,"Female",22,"Never married","Dagomba",FALSE,"70263/02",3,"SSS/SHS","70263/02",3,NA,NA
"70263/02.4","70263/02",4,"Male",18,"Never married","Dagomba",FALSE,"70263/02",4,"SSS/SHS","70263/02",4,NA,NA
"70263/03.1","70263/03",1,"Female",60,"Divorced","Ewe",TRUE,"70263/03",1,"Secondary","70263/03",1,"Yes, card not seen",FALSE
"70263/03.2","70263/03",2,"Female",31,"Consensual Union","Ewe",FALSE,"70263/03",2,"University (Bachelor)","70263/03",2,NA,NA
"70263/04.1","70263/04",1,"Female",32,"Consensual Union","Ewe",TRUE,"70263/04",1,"Primary","70263/04",1,NA,NA
"70263/04.2","70263/04",2,"Female",11,NA,"Ewe",FALSE,"70263/04",2,"Primary","70263/04",2,"Yes, card not seen",FALSE
"70263/05.1","70263/05",1,"Male",52,"Married","Nankansi, Talensi & Gurense (Frafra)",TRUE,"70263/05",1,"Secondary","70263/05",1,NA,NA
"70263/05.2","70263/05",2,"Female",30,"Married","Nankansi, Talensi & Gurense (Frafra)",TRUE,"70263/05",2,"Primary","70263/05",2,NA,NA
